internal_sku,cardmarket_id,amount,card_name,set_name,set_code,cn,rarity,rarity_short,lang,is_reverse,rarity_quality,name_es,name_de,name_fr,name_it
817246-0002,817246,1,Paldean Clodsire ex,Journey Together,JTG,094,Double Rare,RR,ENG,False,normal,Clodsire de Paldea ex [Poison Ring | Giga Impact],Paldea-Suelord ex [Poison Ring | Giga Impact],Terraiste de Paldea ex [Poison Ring | Giga Impact],Clodsire di Paldea ex [Poison Ring | Giga Impact]
817246-0001,817246,1,Paldean Clodsire ex,Journey Together,JTG,094,Double Rare,RR,ESP,False,normal,Clodsire de Paldea ex [Poison Ring | Giga Impact],Paldea-Suelord ex [Poison Ring | Giga Impact],Terraiste de Paldea ex [Poison Ring | Giga Impact],Clodsire di Paldea ex [Poison Ring | Giga Impact]
817182-0002,817182,1,Reshiram ex,Journey Together,JTG,030,Double Rare,RR,ENG,False,normal,Reshiram ex [Fire Wing | Scorching Fire],Reshiram ex [Fire Wing | Scorching Fire],Reshiram ex [Fire Wing | Scorching Fire],Reshiram ex [Fire Wing | Scorching Fire]
817182-0001,817182,1,Reshiram ex,Journey Together,JTG,030,Double Rare,RR,ESP,False,normal,Reshiram ex [Fire Wing | Scorching Fire],Reshiram ex [Fire Wing | Scorching Fire],Reshiram ex [Fire Wing | Scorching Fire],Reshiram ex [Fire Wing | Scorching Fire]
817266-0002,817266,1,Salamence ex,Journey Together,JTG,114,Double Rare,RR,ENG,False,normal,Salamence ex [Wide Blast | Dragon Impact],Brutalanda ex [Wide Blast | Dragon Impact],Drattak ex [Wide Blast | Dragon Impact],Salamence ex [Wide Blast | Dragon Impact]
817266-0001,817266,1,Salamence ex,Journey Together,JTG,114,Double Rare,RR,ESP,False,normal,Salamence ex [Wide Blast | Dragon Impact],Brutalanda ex [Wide Blast | Dragon Impact],Drattak ex [Wide Blast | Dragon Impact],Salamence ex [Wide Blast | Dragon Impact]
817203-0002,817203,1,Tapu Koko ex,Journey Together,JTG,051,Double Rare,RR,ENG,False,normal,Tapu Koko ex [Linked Lightning],Kapu-Riki ex [Linked Lightning],Tokorico ex [Linked Lightning],Tapu Koko ex [Linked Lightning]
817203-0001,817203,1,Tapu Koko ex,Journey Together,JTG,051,Double Rare,RR,ESP,False,normal,Tapu Koko ex [Linked Lightning],Kapu-Riki ex [Linked Lightning],Tokorico ex [Linked Lightning],Tapu Koko ex [Linked Lightning]
817195-0002,817195,1,Veluza ex,Journey Together,JTG,043,Double Rare,RR,ENG,False,normal,Veluza ex [Razor Fin | Purging Strike],Agiluza ex [Razor Fin | Purging Strike],Délestin ex [Razor Fin | Purging Strike],Veluza ex [Razor Fin | Purging Strike]
817195-0001,817195,1,Veluza ex,Journey Together,JTG,043,Double Rare,RR,ESP,False,normal,Veluza ex [Razor Fin | Purging Strike],Agiluza ex [Razor Fin | Purging Strike],Délestin ex [Razor Fin | Purging Strike],Veluza ex [Razor Fin | Purging Strike]
817183-0002,817183,1,Volcanion ex,Journey Together,JTG,031,Double Rare,RR,ENG,False,normal,Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone]
817183-0001,817183,1,Volcanion ex,Journey Together,JTG,031,Double Rare,RR,ESP,False,normal,Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone]
817313-0002,817313,1,Articuno,Journey Together,JTG,161,Illustration Rare,IR,ENG,False,normal,Articuno [Frigid Fluttering | Ice Blast],Arktos [Frigid Fluttering | Ice Blast],Artikodin [Frigid Fluttering | Ice Blast],Articuno [Frigid Fluttering | Ice Blast]
817313-0001,817313,1,Articuno,Journey Together,JTG,161,Illustration Rare,IR,ESP,False,normal,Articuno [Frigid Fluttering | Ice Blast],Arktos [Frigid Fluttering | Ice Blast],Artikodin [Frigid Fluttering | Ice Blast],Articuno [Frigid Fluttering | Ice Blast]
817321-0002,817321,1,Furret,Journey Together,JTG,168,Illustration Rare,IR,ENG,False,normal,Furret [Scratch | Jet Headbutt],Wiesenior [Scratch | Jet Headbutt],Fouinar [Scratch | Jet Headbutt],Furret [Scratch | Jet Headbutt]
817321-0001,817321,1,Furret,Journey Together,JTG,168,Illustration Rare,IR,ESP,False,normal,Furret [Scratch | Jet Headbutt],Wiesenior [Scratch | Jet Headbutt],Fouinar [Scratch | Jet Headbutt],Furret [Scratch | Jet Headbutt]
817323-0002,817323,1,Hop's Wooloo,Journey Together,JTG,170,Illustration Rare,IR,ENG,False,normal,Wooloo de Paul [Smash Kick],Hops Wolly [Smash Kick],Moumouton de Nabil [Smash Kick],Wooloo di Hop [Smash Kick]
817323-0001,817323,1,Hop's Wooloo,Journey Together,JTG,170,Illustration Rare,IR,ESP,False,normal,Wooloo de Paul [Smash Kick],Hops Wolly [Smash Kick],Moumouton de Nabil [Smash Kick],Wooloo di Hop [Smash Kick]
817315-0002,817315,1,Iono's Kilowattrel,Journey Together,JTG,163,Illustration Rare,IR,ENG,False,normal,Kilowattrel de e-Nigma [Flashing Draw | Mach Bolt],Enigmaras Voltrean [Flashing Draw | Mach Bolt],Fulgulairo de Mashynn [Flashing Draw | Mach Bolt],Kilowattrel di Kissara [Flashing Draw | Mach Bolt]
817315-0001,817315,1,Iono's Kilowattrel,Journey Together,JTG,163,Illustration Rare,IR,ESP,False,normal,Kilowattrel de e-Nigma [Flashing Draw | Mach Bolt],Enigmaras Voltrean [Flashing Draw | Mach Bolt],Fulgulairo de Mashynn [Flashing Draw | Mach Bolt],Kilowattrel di Kissara [Flashing Draw | Mach Bolt]
817316-0002,817316,1,Lillie's Ribombee,Journey Together,JTG,164,Illustration Rare,IR,ENG,False,normal,Ribombee de Lylia [Inviting Wink | Magical Shot],Lillys Bandelby [Inviting Wink | Magical Shot],Rubombelle de Lilie [Inviting Wink | Magical Shot],Ribombee di Lylia [Inviting Wink | Magical Shot]
817316-0001,817316,1,Lillie's Ribombee,Journey Together,JTG,164,Illustration Rare,IR,ESP,False,normal,Ribombee de Lylia [Inviting Wink | Magical Shot],Lillys Bandelby [Inviting Wink | Magical Shot],Rubombelle de Lilie [Inviting Wink | Magical Shot],Ribombee di Lylia [Inviting Wink | Magical Shot]
817318-0002,817318,1,Lycanroc,Journey Together,JTG,166,Illustration Rare,IR,ENG,False,normal,Lycanroc [Spike-Clad | Clamping Fangs],Wolwerock [Spike-Clad | Clamping Fangs],Lougaroc [Spike-Clad | Clamping Fangs],Lycanroc [Spike-Clad | Clamping Fangs]
817318-0001,817318,1,Lycanroc,Journey Together,JTG,166,Illustration Rare,IR,ESP,False,normal,Lycanroc [Spike-Clad | Clamping Fangs],Wolwerock [Spike-Clad | Clamping Fangs],Lougaroc [Spike-Clad | Clamping Fangs],Lycanroc [Spike-Clad | Clamping Fangs]
817312-0002,817312,1,Maractus,Journey Together,JTG,160,Illustration Rare,IR,ENG,False,normal,Maractus [Exploding Needles | Corner],Maracamba [Exploding Needles | Corner],Maracachi [Exploding Needles | Corner],Maractus [Exploding Needles | Corner]
817312-0001,817312,1,Maractus,Journey Together,JTG,160,Illustration Rare,IR,ESP,False,normal,Maractus [Exploding Needles | Corner],Maracamba [Exploding Needles | Corner],Maracachi [Exploding Needles | Corner],Maractus [Exploding Needles | Corner]
817320-0002,817320,1,N's Reshiram,Journey Together,JTG,167,Illustration Rare,IR,ENG,False,normal,Reshiram de N [Powerful Rage | Virtuous Flame],Ns Reshiram [Powerful Rage | Virtuous Flame],Reshiram de N [Powerful Rage | Virtuous Flame],Reshiram di N [Powerful Rage | Virtuous Flame]
817320-0001,817320,1,N's Reshiram,Journey Together,JTG,167,Illustration Rare,IR,ESP,False,normal,Reshiram de N [Powerful Rage | Virtuous Flame],Ns Reshiram [Powerful Rage | Virtuous Flame],Reshiram de N [Powerful Rage | Virtuous Flame],Reshiram di N [Powerful Rage | Virtuous Flame]
817322-0002,817322,1,Noibat,Journey Together,JTG,169,Illustration Rare,IR,ENG,False,normal,Noibat [Rapid Draw],eF-eM [Rapid Draw],Sonistrelle [Rapid Draw],Noibat [Rapid Draw]
817322-0001,817322,1,Noibat,Journey Together,JTG,169,Illustration Rare,IR,ESP,False,normal,Noibat [Rapid Draw],eF-eM [Rapid Draw],Sonistrelle [Rapid Draw],Noibat [Rapid Draw]
817317-0002,817317,1,Swinub,Journey Together,JTG,165,Illustration Rare,IR,ENG,False,normal,Swinub [Call for Family | Lunge Out],Quiekel [Call for Family | Lunge Out],Marcacrin [Call for Family | Lunge Out],Swinub [Call for Family | Lunge Out]
817317-0001,817317,1,Swinub,Journey Together,JTG,165,Illustration Rare,IR,ESP,False,normal,Swinub [Call for Family | Lunge Out],Quiekel [Call for Family | Lunge Out],Marcacrin [Call for Family | Lunge Out],Swinub [Call for Family | Lunge Out]
817314-0002,817314,1,Wailord,Journey Together,JTG,162,Illustration Rare,IR,ENG,False,normal,Wailord [Hydro Pump],Wailord [Hydro Pump],Wailord [Hydro Pump],Wailord [Hydro Pump]
817314-0001,817314,1,Wailord,Journey Together,JTG,162,Illustration Rare,IR,ESP,False,normal,Wailord [Hydro Pump],Wailord [Hydro Pump],Wailord [Hydro Pump],Wailord [Hydro Pump]
817341-0002,817341,1,Iono's Bellibolt ex,Journey Together,JTG,188,Secret Rare,SR,ENG,False,normal,Bellibolt ex de e-Nigma [Electric Streamer | Thunderous Bolt],Enigmaras Wampitz ex [Electric Streamer | Thunderous Bolt],Ampibidou ex de Mashynn [Electric Streamer | Thunderous Bolt],Bellibolt ex di Kissara [Electric Streamer | Thunderous Bolt]
817341-0001,817341,1,Iono's Bellibolt ex,Journey Together,JTG,188,Secret Rare,SR,ESP,False,normal,Bellibolt ex de e-Nigma [Electric Streamer | Thunderous Bolt],Enigmaras Wampitz ex [Electric Streamer | Thunderous Bolt],Ampibidou ex de Mashynn [Electric Streamer | Thunderous Bolt],Bellibolt ex di Kissara [Electric Streamer | Thunderous Bolt]
817342-0002,817342,1,N's Zoroark ex,Journey Together,JTG,189,Secret Rare,SR,ENG,False,normal,Zoroark ex de N [Trade | Night Joker],Ns Zoroark ex [Trade | Night Joker],Zoroark ex de N [Trade | Night Joker],Zoroark ex di N [Trade | Night Joker]
817342-0001,817342,1,N's Zoroark ex,Journey Together,JTG,189,Secret Rare,SR,ESP,False,normal,Zoroark ex de N [Trade | Night Joker],Ns Zoroark ex [Trade | Night Joker],Zoroark ex de N [Trade | Night Joker],Zoroark ex di N [Trade | Night Joker]
817343-0002,817343,1,Spiky Energy,Journey Together,JTG,190,Secret Rare,SR,ENG,False,normal,Energía Espinosa,Stachel-Energie,Énergie Piquante,Energia Appuntita
817343-0001,817343,1,Spiky Energy,Journey Together,JTG,190,Secret Rare,SR,ESP,False,normal,Energía Espinosa,Stachel-Energie,Énergie Piquante,Energia Appuntita
817339-0002,817339,1,Hop's Zacian ex,Journey Together,JTG,186,Special Illustration Rare,SAR,ENG,False,normal,Zacian ex de Paul [Insta-Strike | Brave Slash],Hops Zacian ex [Insta-Strike | Brave Slash],Zacian ex de Nabil [Insta-Strike | Brave Slash],Zacian ex di Hop [Insta-Strike | Brave Slash]
817339-0001,817339,1,Hop's Zacian ex,Journey Together,JTG,186,Special Illustration Rare,SAR,ESP,False,normal,Zacian ex de Paul [Insta-Strike | Brave Slash],Hops Zacian ex [Insta-Strike | Brave Slash],Zacian ex de Nabil [Insta-Strike | Brave Slash],Zacian ex di Hop [Insta-Strike | Brave Slash]
817336-0002,817336,1,Iono's Bellibolt ex,Journey Together,JTG,183,Special Illustration Rare,SAR,ENG,False,normal,Bellibolt ex de e-Nigma [Electric Streamer | Thunderous Bolt],Enigmaras Wampitz ex [Electric Streamer | Thunderous Bolt],Ampibidou ex de Mashynn [Electric Streamer | Thunderous Bolt],Bellibolt ex di Kissara [Electric Streamer | Thunderous Bolt]
817336-0001,817336,1,Iono's Bellibolt ex,Journey Together,JTG,183,Special Illustration Rare,SAR,ESP,False,normal,Bellibolt ex de e-Nigma [Electric Streamer | Thunderous Bolt],Enigmaras Wampitz ex [Electric Streamer | Thunderous Bolt],Ampibidou ex de Mashynn [Electric Streamer | Thunderous Bolt],Bellibolt ex di Kissara [Electric Streamer | Thunderous Bolt]
817337-0002,817337,1,Lillie's Clefairy ex,Journey Together,JTG,184,Special Illustration Rare,SAR,ENG,False,normal,Clefairy ex de Lylia [Fairy Zone | Full Moon Rondo],Lillys Piepi ex [Fairy Zone | Full Moon Rondo],Mélofée ex de Lilie [Fairy Zone | Full Moon Rondo],Clefairy ex di Lylia [Fairy Zone | Full Moon Rondo]
817337-0001,817337,1,Lillie's Clefairy ex,Journey Together,JTG,184,Special Illustration Rare,SAR,ESP,False,normal,Clefairy ex de Lylia [Fairy Zone | Full Moon Rondo],Lillys Piepi ex [Fairy Zone | Full Moon Rondo],Mélofée ex de Lilie [Fairy Zone | Full Moon Rondo],Clefairy ex di Lylia [Fairy Zone | Full Moon Rondo]
817338-0002,817338,1,N's Zoroark ex,Journey Together,JTG,185,Special Illustration Rare,SAR,ENG,False,normal,Zoroark ex de N [Trade | Night Joker],Ns Zoroark ex [Trade | Night Joker],Zoroark ex de N [Trade | Night Joker],Zoroark ex di N [Trade | Night Joker]
817338-0001,817338,1,N's Zoroark ex,Journey Together,JTG,185,Special Illustration Rare,SAR,ESP,False,normal,Zoroark ex de N [Trade | Night Joker],Ns Zoroark ex [Trade | Night Joker],Zoroark ex de N [Trade | Night Joker],Zoroark ex di N [Trade | Night Joker]
817340-0002,817340,1,Salamence ex,Journey Together,JTG,187,Special Illustration Rare,SAR,ENG,False,normal,Salamence ex [Wide Blast | Dragon Impact],Brutalanda ex [Wide Blast | Dragon Impact],Drattak ex [Wide Blast | Dragon Impact],Salamence ex [Wide Blast | Dragon Impact]
817340-0001,817340,1,Salamence ex,Journey Together,JTG,187,Special Illustration Rare,SAR,ESP,False,normal,Salamence ex [Wide Blast | Dragon Impact],Brutalanda ex [Wide Blast | Dragon Impact],Drattak ex [Wide Blast | Dragon Impact],Salamence ex [Wide Blast | Dragon Impact]
817335-0002,817335,1,Volcanion ex,Journey Together,JTG,182,Special Illustration Rare,SAR,ENG,False,normal,Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone]
817335-0001,817335,1,Volcanion ex,Journey Together,JTG,182,Special Illustration Rare,SAR,ESP,False,normal,Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone]
817332-0002,817332,1,Brock's Scouting,Journey Together,JTG,179,Ultra Rare,UR,ENG,False,mixed_powertools,Exploración de Brock,Rockos Erkundung,Exploration de Pierre,Ricerca di Brock
817332-0001,817332,1,Brock's Scouting,Journey Together,JTG,179,Ultra Rare,UR,ESP,False,mixed_powertools,Exploración de Brock,Rockos Erkundung,Exploration de Pierre,Ricerca di Brock
817331-0002,817331,1,Dudunsparce ex,Journey Together,JTG,178,Ultra Rare,UR,ENG,False,mixed_powertools,Dudunsparce ex [Tenacious Tail | Destructive Drill],Dummimisel ex [Tenacious Tail | Destructive Drill],Deusolourdo ex [Tenacious Tail | Destructive Drill],Dudunsparce ex [Tenacious Tail | Destructive Drill]
817331-0001,817331,1,Dudunsparce ex,Journey Together,JTG,178,Ultra Rare,UR,ESP,False,mixed_powertools,Dudunsparce ex [Tenacious Tail | Destructive Drill],Dummimisel ex [Tenacious Tail | Destructive Drill],Deusolourdo ex [Tenacious Tail | Destructive Drill],Dudunsparce ex [Tenacious Tail | Destructive Drill]
817329-0002,817329,1,Hop's Zacian ex,Journey Together,JTG,176,Ultra Rare,UR,ENG,False,mixed_powertools,Zacian ex de Paul [Insta-Strike | Brave Slash],Hops Zacian ex [Insta-Strike | Brave Slash],Zacian ex de Nabil [Insta-Strike | Brave Slash],Zacian ex di Hop [Insta-Strike | Brave Slash]
817329-0001,817329,1,Hop's Zacian ex,Journey Together,JTG,176,Ultra Rare,UR,ESP,False,mixed_powertools,Zacian ex de Paul [Insta-Strike | Brave Slash],Hops Zacian ex [Insta-Strike | Brave Slash],Zacian ex de Nabil [Insta-Strike | Brave Slash],Zacian ex di Hop [Insta-Strike | Brave Slash]
817325-0002,817325,1,Iono's Bellibolt ex,Journey Together,JTG,172,Ultra Rare,UR,ENG,False,mixed_powertools,Bellibolt ex de e-Nigma [Electric Streamer | Thunderous Bolt],Enigmaras Wampitz ex [Electric Streamer | Thunderous Bolt],Ampibidou ex de Mashynn [Electric Streamer | Thunderous Bolt],Bellibolt ex di Kissara [Electric Streamer | Thunderous Bolt]
817325-0001,817325,1,Iono's Bellibolt ex,Journey Together,JTG,172,Ultra Rare,UR,ESP,False,mixed_powertools,Bellibolt ex de e-Nigma [Electric Streamer | Thunderous Bolt],Enigmaras Wampitz ex [Electric Streamer | Thunderous Bolt],Ampibidou ex de Mashynn [Electric Streamer | Thunderous Bolt],Bellibolt ex di Kissara [Electric Streamer | Thunderous Bolt]
817333-0002,817333,1,Iris's Fighting Spirit,Journey Together,JTG,180,Ultra Rare,UR,ENG,False,mixed_powertools,Espíritu de Lucha de Iris,Lilias Kampfgeist,Esprit Combatif d'Iris,Spirito Combattivo di Iris
817333-0001,817333,1,Iris's Fighting Spirit,Journey Together,JTG,180,Ultra Rare,UR,ESP,False,mixed_powertools,Espíritu de Lucha de Iris,Lilias Kampfgeist,Esprit Combatif d'Iris,Spirito Combattivo di Iris
817326-0002,817326,1,Lillie's Clefairy ex,Journey Together,JTG,173,Ultra Rare,UR,ENG,False,mixed_powertools,Clefairy ex de Lylia [Fairy Zone | Full Moon Rondo],Lillys Piepi ex [Fairy Zone | Full Moon Rondo],Mélofée ex de Lilie [Fairy Zone | Full Moon Rondo],Clefairy ex di Lylia [Fairy Zone | Full Moon Rondo]
817326-0001,817326,1,Lillie's Clefairy ex,Journey Together,JTG,173,Ultra Rare,UR,ESP,False,mixed_powertools,Clefairy ex de Lylia [Fairy Zone | Full Moon Rondo],Lillys Piepi ex [Fairy Zone | Full Moon Rondo],Mélofée ex de Lilie [Fairy Zone | Full Moon Rondo],Clefairy ex di Lylia [Fairy Zone | Full Moon Rondo]
817327-0002,817327,1,Mamoswine ex,Journey Together,JTG,174,Ultra Rare,UR,ENG,False,mixed_powertools,Mamoswine ex [Mammoth Hauler | Rumbling March],Mamutel ex [Mammoth Hauler | Rumbling March],Mammochon ex [Mammoth Hauler | Rumbling March],Mamoswine ex [Mammoth Hauler | Rumbling March]
817327-0001,817327,1,Mamoswine ex,Journey Together,JTG,174,Ultra Rare,UR,ESP,False,mixed_powertools,Mamoswine ex [Mammoth Hauler | Rumbling March],Mamutel ex [Mammoth Hauler | Rumbling March],Mammochon ex [Mammoth Hauler | Rumbling March],Mamoswine ex [Mammoth Hauler | Rumbling March]
817328-0002,817328,1,N's Zoroark ex,Journey Together,JTG,175,Ultra Rare,UR,ENG,False,mixed_powertools,Zoroark ex de N [Trade | Night Joker],Ns Zoroark ex [Trade | Night Joker],Zoroark ex de N [Trade | Night Joker],Zoroark ex di N [Trade | Night Joker]
817328-0001,817328,1,N's Zoroark ex,Journey Together,JTG,175,Ultra Rare,UR,ESP,False,mixed_powertools,Zoroark ex de N [Trade | Night Joker],Ns Zoroark ex [Trade | Night Joker],Zoroark ex de N [Trade | Night Joker],Zoroark ex di N [Trade | Night Joker]
817334-0002,817334,1,Ruffian,Journey Together,JTG,181,Ultra Rare,UR,ENG,False,mixed_powertools,Macarra [M],Halbstarker,Petite Frappe,Ragazzaccio
817334-0001,817334,1,Ruffian,Journey Together,JTG,181,Ultra Rare,UR,ESP,False,mixed_powertools,Macarra [M],Halbstarker,Petite Frappe,Ragazzaccio
817330-0002,817330,1,Salamence ex,Journey Together,JTG,177,Ultra Rare,UR,ENG,False,mixed_powertools,Salamence ex [Wide Blast | Dragon Impact],Brutalanda ex [Wide Blast | Dragon Impact],Drattak ex [Wide Blast | Dragon Impact],Salamence ex [Wide Blast | Dragon Impact]
817330-0001,817330,1,Salamence ex,Journey Together,JTG,177,Ultra Rare,UR,ESP,False,mixed_powertools,Salamence ex [Wide Blast | Dragon Impact],Brutalanda ex [Wide Blast | Dragon Impact],Drattak ex [Wide Blast | Dragon Impact],Salamence ex [Wide Blast | Dragon Impact]
817324-0002,817324,1,Volcanion ex,Journey Together,JTG,171,Ultra Rare,UR,ENG,False,mixed_powertools,Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone]
817324-0001,817324,1,Volcanion ex,Journey Together,JTG,171,Ultra Rare,UR,ESP,False,mixed_powertools,Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone],Volcanion ex [Scalding Steam | Scorching Cyclone]
674227-0002,674227,1,Banette,Lost Origin,LOR,TG07,Illustration Rare,IR,ENG,False,normal,Banette [Resolute Spite | Eerie Light],Banette [Resolute Spite | Eerie Light],Branette [Resolute Spite | Eerie Light],Banette [Resolute Spite | Eerie Light]
674227-0001,674227,1,Banette,Lost Origin,LOR,TG07,Illustration Rare,IR,ESP,False,normal,Banette [Resolute Spite | Eerie Light],Banette [Resolute Spite | Eerie Light],Branette [Resolute Spite | Eerie Light],Banette [Resolute Spite | Eerie Light]
674230-0002,674230,1,Castform,Lost Origin,LOR,TG11,Illustration Rare,IR,ENG,False,normal,Castform [Weather Reading | Weather Force],Formeo [Weather Reading | Weather Force],Morphéo [Weather Reading | Weather Force],Castform [Weather Reading | Weather Force]
674230-0001,674230,1,Castform,Lost Origin,LOR,TG11,Illustration Rare,IR,ESP,False,normal,Castform [Weather Reading | Weather Force],Formeo [Weather Reading | Weather Force],Morphéo [Weather Reading | Weather Force],Castform [Weather Reading | Weather Force]
670828-0002,670828,1,Chandelure,Lost Origin,LOR,TG04,Illustration Rare,IR,ENG,False,normal,Chandelure [Mountain Roasting | Heat Blast],Skelabra [Mountain Roasting | Heat Blast],Lugulabre [Mountain Roasting | Heat Blast],Chandelure [Mountain Roasting | Heat Blast]
670828-0001,670828,1,Chandelure,Lost Origin,LOR,TG04,Illustration Rare,IR,ESP,False,normal,Chandelure [Mountain Roasting | Heat Blast],Skelabra [Mountain Roasting | Heat Blast],Lugulabre [Mountain Roasting | Heat Blast],Chandelure [Mountain Roasting | Heat Blast]
670827-0002,670827,1,Charizard,Lost Origin,LOR,TG03,Illustration Rare,IR,ENG,False,normal,Charizard [Battle Sense | Royal Blaze],Glurak [Battle Sense | Royal Blaze],Dracaufeu [Battle Sense | Royal Blaze],Charizard [Battle Sense | Royal Blaze]
670827-0001,670827,1,Charizard,Lost Origin,LOR,TG03,Illustration Rare,IR,ESP,False,normal,Charizard [Battle Sense | Royal Blaze],Glurak [Battle Sense | Royal Blaze],Dracaufeu [Battle Sense | Royal Blaze],Charizard [Battle Sense | Royal Blaze]
674226-0002,674226,1,Gengar,Lost Origin,LOR,TG06,Illustration Rare,IR,ENG,False,normal,Gengar [Netherworld Gate | Screaming Circle],Gengar [Netherworld Gate | Screaming Circle],Ectoplasma [Netherworld Gate | Screaming Circle],Gengar [Netherworld Gate | Screaming Circle]
674226-0001,674226,1,Gengar,Lost Origin,LOR,TG06,Illustration Rare,IR,ESP,False,normal,Gengar [Netherworld Gate | Screaming Circle],Gengar [Netherworld Gate | Screaming Circle],Ectoplasma [Netherworld Gate | Screaming Circle],Gengar [Netherworld Gate | Screaming Circle]
674228-0002,674228,1,Hisuian Arcanine,Lost Origin,LOR,TG08,Illustration Rare,IR,ENG,False,normal,Arcanine de Hisui [Very Vulnerable | Sharp Fang],Hisui-Arkani [Very Vulnerable | Sharp Fang],Arcanin de Hisui [Very Vulnerable | Sharp Fang],Arcanine di Hisui [Very Vulnerable | Sharp Fang]
674228-0001,674228,1,Hisuian Arcanine,Lost Origin,LOR,TG08,Illustration Rare,IR,ESP,False,normal,Arcanine de Hisui [Very Vulnerable | Sharp Fang],Hisui-Arkani [Very Vulnerable | Sharp Fang],Arcanin de Hisui [Very Vulnerable | Sharp Fang],Arcanine di Hisui [Very Vulnerable | Sharp Fang]
670826-0002,670826,1,Parasect,Lost Origin,LOR,TG01,Illustration Rare,IR,ENG,False,normal,Parasect [Lethargy Spores | X-Scissor],Parasect [Lethargy Spores | X-Scissor],Parasect [Lethargy Spores | X-Scissor],Parasect [Lethargy Spores | X-Scissor]
670826-0001,670826,1,Parasect,Lost Origin,LOR,TG01,Illustration Rare,IR,ESP,False,normal,Parasect [Lethargy Spores | X-Scissor],Parasect [Lethargy Spores | X-Scissor],Parasect [Lethargy Spores | X-Scissor],Parasect [Lethargy Spores | X-Scissor]
674225-0002,674225,1,Pikachu,Lost Origin,LOR,TG05,Illustration Rare,IR,ENG,False,normal,Pikachu [Pika Dash | Whimsy Tackle],Pikachu [Pika Dash | Whimsy Tackle],Pikachu [Pika Dash | Whimsy Tackle],Pikachu [Pika Dash | Whimsy Tackle]
674225-0001,674225,1,Pikachu,Lost Origin,LOR,TG05,Illustration Rare,IR,ESP,False,normal,Pikachu [Pika Dash | Whimsy Tackle],Pikachu [Pika Dash | Whimsy Tackle],Pikachu [Pika Dash | Whimsy Tackle],Pikachu [Pika Dash | Whimsy Tackle]
674224-0002,674224,1,Roserade,Lost Origin,LOR,TG02,Illustration Rare,IR,ENG,False,normal,Roserade [Poisonous Whip | Assassin's Rose],Roserade [Poisonous Whip | Assassin's Rose],Roserade [Poisonous Whip | Assassin's Rose],Roserade [Poisonous Whip | Assassin's Rose]
674224-0001,674224,1,Roserade,Lost Origin,LOR,TG02,Illustration Rare,IR,ESP,False,normal,Roserade [Poisonous Whip | Assassin's Rose],Roserade [Poisonous Whip | Assassin's Rose],Roserade [Poisonous Whip | Assassin's Rose],Roserade [Poisonous Whip | Assassin's Rose]
670829-0002,670829,1,Snorlax,Lost Origin,LOR,TG10,Illustration Rare,IR,ENG,False,normal,Snorlax [Unfazed Fat | Thumping Snore],Relaxo [Unfazed Fat | Thumping Snore],Ronflex [Unfazed Fat | Thumping Snore],Snorlax [Unfazed Fat | Thumping Snore]
670829-0001,670829,1,Snorlax,Lost Origin,LOR,TG10,Illustration Rare,IR,ESP,False,normal,Snorlax [Unfazed Fat | Thumping Snore],Relaxo [Unfazed Fat | Thumping Snore],Ronflex [Unfazed Fat | Thumping Snore],Snorlax [Unfazed Fat | Thumping Snore]
674229-0002,674229,1,Spiritomb,Lost Origin,LOR,TG09,Illustration Rare,IR,ENG,False,normal,Spiritomb [Cursed Message | Chain of Spirits],Kryppuk [Cursed Message | Chain of Spirits],Spiritomb [Cursed Message | Chain of Spirits],Spiritomb [Cursed Message | Chain of Spirits]
674229-0001,674229,1,Spiritomb,Lost Origin,LOR,TG09,Illustration Rare,IR,ESP,False,normal,Spiritomb [Cursed Message | Chain of Spirits],Kryppuk [Cursed Message | Chain of Spirits],Spiritomb [Cursed Message | Chain of Spirits],Spiritomb [Cursed Message | Chain of Spirits]
674203-0002,674203,1,Aerodactyl VSTAR,Lost Origin,LOR,199,Secret Rare,SR,ENG,False,normal,Aerodactyl V-ASTRO [Lost Dive | Ancient Star],Aerodactyl VSTAR [Lost Dive | Ancient Star],Ptéra VSTAR [Lost Dive | Ancient Star],Aerodactyl V ASTRO [Lost Dive | Ancient Star]
